transaction_id,product_type,applicant_id,beneficiary_id,applicant_country,beneficiary_country,currency,amount,issue_date,expiry_date,status,goods_category,amendment_count,document_count,processing_days,discrepancy_flag,delay_flag,counterparty_relationship_years,customer_risk_rating,anomaly_score,anomaly_class,discrepancy_probability,delay_probability,predicted_processing_days,overall_risk_score,overall_risk_level
TF-2026-0002356,EXPORT_LC,CUST-00095,CP-00184,CA,US,GBP,377884.34,2025-05-29,2025-09-20,SETTLED,TEXTILES,1,9,15,0,1,14,HIGH,0.517159,NORMAL,0.179929,0.248048,9.06,35.9,LOW
TF-2026-0002357,GUARANTEE,CUST-00161,CP-03207,CA,BR,CAD,741136.28,2025-07-17,2025-09-21,ACTIVE,INDUSTRIAL_EQUIPMENT,3,9,10,0,0,12,MEDIUM,0.491394,NORMAL,0.358099,0.403146,10.3,34.85,LOW
TF-2026-0002358,EXPORT_LC,CUST-00108,CP-00076,CA,AE,CNY,1434750.57,2025-07-14,2025-12-03,SETTLED,INDUSTRIAL_EQUIPMENT,4,10,14,0,1,3,MEDIUM,0.547121,NORMAL,0.389667,0.810136,13.52,64.04,MEDIUM
TF-2026-0002359,EXPORT_LC,CUST-00139,CP-02047,CA,AE,GBP,105419.41,2026-07-15,2027-01-05,CLOSED,AUTO_PARTS,4,10,12,0,1,1,MEDIUM,0.575782,NORMAL,0.31895,0.771017,12.63,64.46,MEDIUM
TF-2026-0002360,COLLECTION,CUST-00703,CP-02079,CA,DE,EUR,1855971.47,2025-12-24,2026-05-13,CLOSED,AUTO_PARTS,4,3,12,0,1,10,HIGH,0.563982,NORMAL,0.39991,0.759549,11.56,70.21,HIGH
TF-2026-0002361,EXPORT_LC,CUST-00865,CP-03271,CA,BR,USD,685524.24,2025-06-21,2025-12-07,ACTIVE,INDUSTRIAL_EQUIPMENT,0,9,10,0,0,6,LOW,0.515684,NORMAL,0.120277,0.280141,8.97,24.83,LOW
TF-2026-0002362,IMPORT_LC,CUST-00545,CP-01625,CA,GB,GBP,510150.02,2026-08-06,2026-12-16,SETTLED,AUTO_PARTS,2,3,5,0,0,6,MEDIUM,0.509244,NORMAL,0.24804,0.274372,7.66,31.59,LOW
TF-2026-0002363,GUARANTEE,CUST-00772,CP-01759,CA,DE,USD,362031.27,2025-07-14,2025-11-12,CLOSED,CHEMICALS,1,5,8,0,0,7,LOW,0.476044,NORMAL,0.296041,0.211881,7.9,18.02,LOW
TF-2026-0002364,IMPORT_LC,CUST-01140,CP-01883,CA,JP,CAD,291355.93,2026-03-12,2026-05-25,CLOSED,TEXTILES,5,8,14,0,1,14,MEDIUM,0.529668,NORMAL,0.462262,0.808087,14.05,62.26,MEDIUM
TF-2026-0002365,COLLECTION,CUST-00383,CP-02462,CA,IN,EUR,562273.53,2026-05-20,2026-08-08,SETTLED,CHEMICALS,1,3,12,0,1,9,MEDIUM,0.515588,NORMAL,0.185973,0.362593,8.85,34.67,LOW
TF-2026-0002366,GUARANTEE,CUST-00842,CP-02013,CA,FR,JPY,234641.36,2026-02-03,2026-05-05,CLOSED,TEXTILES,3,8,14,0,1,2,HIGH,0.490091,NORMAL,0.356075,0.666229,12.12,48.64,MEDIUM
TF-2026-0002367,GUARANTEE,CUST-01199,CP-00730,CA,BR,EUR,1096305.49,2024-09-04,2025-01-15,SETTLED,AUTO_PARTS,0,9,1,0,0,4,HIGH,0.533491,NORMAL,0.17602,0.190955,3.56,38.02,LOW
TF-2026-0002368,EXPORT_LC,CUST-01149,CP-00689,CA,GB,JPY,1010098.19,2025-08-21,2026-01-29,ACTIVE,INDUSTRIAL_EQUIPMENT,0,7,10,0,0,3,HIGH,0.528315,NORMAL,0.204064,0.194051,8.45,37.65,LOW
TF-2026-0002369,IMPORT_LC,CUST-01132,CP-01696,CA,AE,JPY,1216620.18,2026-04-18,2026-09-16,CLOSED,AGRICULTURE,0,10,9,0,0,15,HIGH,0.597252,HIGH,0.210001,0.183198,6.65,46.93,MEDIUM
TF-2026-0002370,EXPORT_LC,CUST-00648,CP-01959,CA,IN,GBP,435119.63,2026-07-17,2026-10-18,CLOSED,AUTO_PARTS,5,5,13,0,1,6,LOW,0.49207,NORMAL,0.543459,0.714028,13.26,46.48,MEDIUM
TF-2026-0002371,COLLECTION,CUST-00105,CP-00742,CA,JP,GBP,387087.83,2024-08-23,2024-11-10,ACTIVE,ELECTRONICS,0,9,10,0,0,10,LOW,0.513947,NORMAL,0.144633,0.192022,7.96,21.95,LOW
TF-2026-0002372,EXPORT_LC,CUST-00383,CP-00077,CA,MX,USD,2022247.62,2024-12-28,2025-06-08,SETTLED,ELECTRONICS,4,7,10,0,0,9,MEDIUM,0.509243,NORMAL,0.431006,0.546885,11.26,46.62,MEDIUM
TF-2026-0002373,COLLECTION,CUST-00293,CP-02326,CA,US,JPY,535618.26,2025-02-05,2025-05-14,ACTIVE,ELECTRONICS,3,10,19,0,1,7,HIGH,0.492864,NORMAL,0.299407,0.63394,13.35,46.54,MEDIUM
TF-2026-0002374,GUARANTEE,CUST-00323,CP-02942,CA,JP,EUR,631798.35,2025-04-28,2025-09-14,CLOSED,INDUSTRIAL_EQUIPMENT,1,8,12,0,1,5,LOW,0.473286,NORMAL,0.167075,0.323021,8.2,17.6,LOW
TF-2026-0002375,GUARANTEE,CUST-00249,CP-03257,CA,JP,USD,310444.48,2024-12-24,2025-05-04,CLOSED,AUTO_PARTS,5,6,15,1,1,12,MEDIUM,0.503817,NORMAL,0.524084,0.838511,14.44,58.23,MEDIUM
TF-2026-0002376,COLLECTION,CUST-00197,CP-00006,CA,SG,EUR,665034.77,2025-02-23,2025-08-02,CLOSED,AUTO_PARTS,1,4,11,0,1,1,LOW,0.514255,NORMAL,0.251082,0.251016,6.62,27.31,LOW
TF-2026-0002377,GUARANTEE,CUST-00514,CP-02046,CA,US,JPY,1581031.15,2025-03-23,2025-06-15,SETTLED,ELECTRONICS,4,4,12,0,1,15,LOW,0.570073,NORMAL,0.37754,0.715193,11.89,58.76,MEDIUM
TF-2026-0002378,EXPORT_LC,CUST-00234,CP-02489,CA,MX,EUR,800100.63,2025-02-26,2025-05-08,ACTIVE,CHEMICALS,2,9,2,0,0,7,MEDIUM,0.482631,NORMAL,0.292242,0.339718,6.56,28.6,LOW
TF-2026-0002379,GUARANTEE,CUST-00570,CP-01398,CA,MX,JPY,589447.26,2026-04-16,2026-10-01,ACTIVE,TEXTILES,1,6,8,0,0,6,HIGH,0.471209,NORMAL,0.186153,0.324893,9.18,27.88,LOW
TF-2026-0002380,GUARANTEE,CUST-00838,CP-03455,CA,MX,GBP,184087.68,2025-04-24,2025-10-17,SETTLED,ELECTRONICS,5,7,10,0,0,7,HIGH,0.504658,NORMAL,0.497454,0.518565,12.74,51.45,MEDIUM
TF-2026-0002381,EXPORT_LC,CUST-00560,CP-00854,CA,IN,CAD,187129.36,2025-09-09,2025-12-09,ACTIVE,ELECTRONICS,5,9,14,1,1,15,LOW,0.569649,NORMAL,0.555805,0.68122,14.41,62.89,MEDIUM
TF-2026-0002382,COLLECTION,CUST-00324,CP-03114,CA,SG,EUR,446029.7,2026-06-19,2026-10-05,CLOSED,AUTO_PARTS,1,10,4,0,0,0,MEDIUM,0.557328,NORMAL,0.279977,0.252592,7.83,43.0,MEDIUM
TF-2026-0002383,GUARANTEE,CUST-00998,CP-01772,CA,JP,CNY,222806.72,2024-12-08,2025-05-10,CLOSED,AGRICULTURE,2,7,13,0,1,2,MEDIUM,0.487713,NORMAL,0.228742,0.459575,10.08,32.04,LOW
TF-2026-0002384,IMPORT_LC,CUST-00151,CP-00402,CA,AE,USD,857141.28,2024-10-18,2025-01-10,CLOSED,AUTO_PARTS,0,6,7,0,0,0,MEDIUM,0.556558,NORMAL,0.29979,0.121858,6.88,38.88,LOW
TF-2026-0002385,COLLECTION,CUST-00253,CP-01672,CA,CN,CAD,373262.89,2026-06-25,2026-11-27,SETTLED,INDUSTRIAL_EQUIPMENT,5,9,6,1,0,5,LOW,0.516356,NORMAL,0.607977,0.603417,10.51,50.99,MEDIUM
TF-2026-0002386,COLLECTION,CUST-00601,CP-00262,CA,MX,JPY,243765.25,2025-07-11,2025-12-23,ACTIVE,ELECTRONICS,2,8,4,0,0,7,MEDIUM,0.472069,NORMAL,0.243164,0.41024,8.55,27.75,LOW
TF-2026-0002387,IMPORT_LC,CUST-00242,CP-03495,CA,MX,CAD,125436.46,2025-01-18,2025-03-29,SETTLED,TEXTILES,1,3,9,1,0,12,HIGH,0.553113,NORMAL,0.33206,0.290926,8.97,50.27,MEDIUM
TF-2026-0002388,GUARANTEE,CUST-00773,CP-00576,CA,SG,CNY,598380.26,2025-12-06,2026-04-12,CLOSED,AGRICULTURE,5,10,11,1,1,5,MEDIUM,0.532961,NORMAL,0.653213,0.8319,13.65,69.61,HIGH
TF-2026-0002389,EXPORT_LC,CUST-00509,CP-00900,CA,DE,CNY,280677.07,2026-08-02,2027-01-04,ACTIVE,AUTO_PARTS,3,5,12,1,1,9,HIGH,0.468991,NORMAL,0.624984,0.598152,10.29,50.34,MEDIUM
TF-2026-0002390,EXPORT_LC,CUST-00705,CP-00550,CA,MX,CAD,409532.37,2026-06-21,2026-09-01,SETTLED,AGRICULTURE,4,10,26,0,1,6,MEDIUM,0.515382,NORMAL,0.394576,0.799033,16.82,56.13,MEDIUM
TF-2026-0002391,IMPORT_LC,CUST-00523,CP-00967,CA,FR,CNY,307809.45,2025-07-26,2025-12-30,SETTLED,CHEMICALS,1,5,11,0,1,9,MEDIUM,0.476995,NORMAL,0.154305,0.48936,9.79,28.65,LOW
TF-2026-0002392,EXPORT_LC,CUST-00780,CP-00442,CA,AE,EUR,146230.64,2024-11-29,2025-04-17,SETTLED,AGRICULTURE,0,7,11,0,1,3,MEDIUM,0.532003,NORMAL,0.252457,0.401051,8.18,42.29,MEDIUM
TF-2026-0002393,GUARANTEE,CUST-00555,CP-02746,CA,AE,GBP,571523.11,2025-11-07,2026-01-26,ACTIVE,ELECTRONICS,5,10,18,1,1,6,MEDIUM,0.53562,NORMAL,0.357847,0.866407,16.24,62.56,MEDIUM
TF-2026-0002394,COLLECTION,CUST-00882,CP-00676,CA,JP,CAD,758209.83,2024-12-13,2025-02-28,SETTLED,ELECTRONICS,0,5,6,0,0,14,MEDIUM,0.537297,NORMAL,0.302188,0.185484,6.96,37.44,LOW
TF-2026-0002395,EXPORT_LC,CUST-00609,CP-00347,CA,AE,GBP,740509.4,2024-09-22,2024-12-10,SETTLED,ELECTRONICS,3,10,11,0,1,12,MEDIUM,0.509391,NORMAL,0.242994,0.755626,11.21,48.34,MEDIUM
TF-2026-0002396,COLLECTION,CUST-01053,CP-03467,CA,CN,CNY,164948.79,2024-12-14,2025-06-03,SETTLED,ELECTRONICS,2,5,11,0,1,0,LOW,0.541368,NORMAL,0.235524,0.553543,10.16,44.28,MEDIUM
TF-2026-0002397,EXPORT_LC,CUST-00863,CP-00222,CA,MX,EUR,175569.52,2025-10-21,2026-03-23,SETTLED,INDUSTRIAL_EQUIPMENT,1,3,13,0,1,14,LOW,0.564199,NORMAL,0.27718,0.389976,9.04,43.62,MEDIUM
TF-2026-0002398,GUARANTEE,CUST-00103,CP-02326,CA,US,GBP,339843.8,2024-09-18,2024-11-29,ACTIVE,AGRICULTURE,2,10,9,0,0,7,HIGH,0.491086,NORMAL,0.21955,0.338212,9.28,33.33,LOW
TF-2026-0002399,GUARANTEE,CUST-00371,CP-02471,CA,AE,EUR,256988.8,2025-07-10,2025-12-27,SETTLED,CHEMICALS,3,9,10,0,0,10,MEDIUM,0.482775,NORMAL,0.465954,0.486278,10.99,38.95,LOW
TF-2026-0002400,COLLECTION,CUST-00743,CP-01486,CA,IN,CAD,935513.4,2025-11-17,2026-02-28,CLOSED,INDUSTRIAL_EQUIPMENT,2,5,1,0,0,1,HIGH,0.503348,NORMAL,0.248885,0.280129,5.44,35.24,LOW
TF-2026-0002401,EXPORT_LC,CUST-00613,CP-00146,CA,GB,JPY,244445.36,2026-03-07,2026-06-24,SETTLED,INDUSTRIAL_EQUIPMENT,4,3,7,0,0,0,LOW,0.565335,NORMAL,0.525766,0.591935,10.76,58.32,MEDIUM
TF-2026-0002402,COLLECTION,CUST-00896,CP-00809,CA,GB,CAD,608410.83,2025-09-29,2026-03-16,ACTIVE,AUTO_PARTS,2,8,4,0,0,14,MEDIUM,0.500387,NORMAL,0.302651,0.465599,9.88,37.55,LOW
TF-2026-0002403,IMPORT_LC,CUST-00434,CP-00303,CA,DE,USD,163058.28,2024-08-28,2025-01-11,CLOSED,TEXTILES,5,3,21,0,1,4,LOW,0.56269,NORMAL,0.430375,0.768904,17.19,61.29,MEDIUM
TF-2026-0002404,COLLECTION,CUST-00790,CP-01761,CA,AE,USD,668520.97,2025-03-09,2025-07-23,ACTIVE,TEXTILES,1,4,2,0,0,12,HIGH,0.498235,NORMAL,0.279125,0.284332,5.85,34.98,LOW
TF-2026-0002405,IMPORT_LC,CUST-00222,CP-03461,CA,FR,JPY,139448.88,2025-11-10,2026-03-11,SETTLED,AUTO_PARTS,1,7,4,0,0,13,LOW,0.510633,NORMAL,0.271567,0.262382,8.39,27.28,LOW
TF-2026-0002406,GUARANTEE,CUST-00476,CP-02729,CA,IN,USD,483618.27,2025-07-31,2025-10-03,ACTIVE,ELECTRONICS,0,3,10,0,0,9,MEDIUM,0.544747,NORMAL,0.222977,0.23474,7.79,38.38,LOW
TF-2026-0002407,IMPORT_LC,CUST-00227,CP-02012,CA,JP,EUR,451328.62,2025-12-21,2026-06-18,CLOSED,CHEMICALS,2,8,11,0,1,1,HIGH,0.491427,NORMAL,0.351273,0.330366,8.65,37.11,LOW
TF-2026-0002408,COLLECTION,CUST-00978,CP-03122,CA,JP,CAD,750930.32,2024-08-19,2025-01-08,ACTIVE,CHEMICALS,4,3,13,1,1,14,HIGH,0.554178,NORMAL,0.474499,0.742561,13.54,70.52,HIGH
TF-2026-0002409,GUARANTEE,CUST-01078,CP-02428,CA,JP,EUR,1315068.11,2025-08-10,2026-02-05,CLOSED,INDUSTRIAL_EQUIPMENT,1,10,7,0,0,14,MEDIUM,0.559291,NORMAL,0.188486,0.18468,7.78,38.14,LOW
TF-2026-0002410,GUARANTEE,CUST-00393,CP-03474,CA,SG,JPY,548214.96,2025-10-02,2026-03-29,ACTIVE,INDUSTRIAL_EQUIPMENT,0,3,9,0,0,1,LOW,0.564585,NORMAL,0.130961,0.183423,7.87,32.07,LOW
TF-2026-0002411,COLLECTION,CUST-00947,CP-01539,CA,BR,USD,317517.77,2026-07-15,2026-09-27,SETTLED,INDUSTRIAL_EQUIPMENT,2,8,14,0,1,2,HIGH,0.485886,NORMAL,0.316351,0.419927,10.71,37.86,LOW
TF-2026-0002412,EXPORT_LC,CUST-00160,CP-02908,CA,FR,EUR,121878.74,2024-11-14,2025-01-27,SETTLED,CHEMICALS,3,4,10,1,0,15,LOW,0.547875,NORMAL,0.367529,0.557243,10.74,49.62,MEDIUM
TF-2026-0002413,EXPORT_LC,CUST-00787,CP-00965,CA,AE,GBP,595803.82,2024-09-05,2024-11-04,SETTLED,TEXTILES,4,7,16,0,1,2,HIGH,0.487675,NORMAL,0.345081,0.755127,14.43,50.85,MEDIUM
TF-2026-0002414,GUARANTEE,CUST-00349,CP-02427,CA,DE,CAD,328357.25,2025-01-30,2025-05-05,ACTIVE,AGRICULTURE,2,10,11,0,1,11,LOW,0.507875,NORMAL,0.190479,0.540064,9.98,33.78,LOW
TF-2026-0002415,EXPORT_LC,CUST-00202,CP-00341,CA,JP,CAD,197834.7,2026-07-29,2026-12-04,CLOSED,INDUSTRIAL_EQUIPMENT,5,4,10,1,0,0,MEDIUM,0.569613,NORMAL,0.765955,0.774693,14.67,77.45,HIGH
TF-2026-0002416,EXPORT_LC,CUST-00304,CP-00972,CA,BR,JPY,170514.05,2025-07-28,2025-10-29,CLOSED,TEXTILES,2,5,15,1,1,1,MEDIUM,0.511142,NORMAL,0.285033,0.650457,12.12,46.39,MEDIUM
TF-2026-0002417,IMPORT_LC,CUST-00178,CP-03097,CA,DE,GBP,240186.62,2024-10-12,2025-01-03,SETTLED,ELECTRONICS,0,10,8,0,0,1,LOW,0.561336,NORMAL,0.166846,0.176597,7.33,32.47,LOW
TF-2026-0002418,GUARANTEE,CUST-01040,CP-01866,CA,SG,EUR,267453.2,2025-07-07,2025-10-17,SETTLED,AUTO_PARTS,5,4,18,1,1,7,LOW,0.514649,NORMAL,0.762201,0.814046,14.92,62.46,MEDIUM
TF-2026-0002419,EXPORT_LC,CUST-00890,CP-00218,CA,DE,GBP,425327.48,2026-04-18,2026-09-27,CLOSED,AGRICULTURE,1,5,9,0,0,3,HIGH,0.487653,NORMAL,0.134549,0.247055,8.59,26.75,LOW
TF-2026-0002420,IMPORT_LC,CUST-01121,CP-02711,CA,JP,CAD,885238.23,2026-07-28,2026-12-29,CLOSED,INDUSTRIAL_EQUIPMENT,0,8,5,0,0,15,MEDIUM,0.55418,NORMAL,0.176154,0.165483,4.93,36.38,LOW
TF-2026-0002421,COLLECTION,CUST-01110,CP-03251,CA,MX,CNY,265678.68,2024-12-15,2025-06-11,CLOSED,TEXTILES,0,6,11,0,1,15,HIGH,0.548288,NORMAL,0.273154,0.238439,6.47,45.72,MEDIUM
TF-2026-0002422,COLLECTION,CUST-00138,CP-01736,CA,IN,JPY,390101.8,2025-09-18,2026-01-24,CLOSED,AGRICULTURE,4,9,16,0,1,4,MEDIUM,0.499519,NORMAL,0.333177,0.75222,14.6,48.25,MEDIUM
TF-2026-0002423,COLLECTION,CUST-00613,CP-03311,CA,IN,CNY,1374903.98,2026-06-12,2026-09-23,CLOSED,INDUSTRIAL_EQUIPMENT,0,8,10,0,0,7,LOW,0.523688,NORMAL,0.22471,0.138174,8.71,25.07,LOW
TF-2026-0002424,IMPORT_LC,CUST-01146,CP-03174,CA,IN,GBP,175703.88,2025-09-18,2025-11-29,CLOSED,AUTO_PARTS,3,10,10,0,0,3,LOW,0.52074,NORMAL,0.421188,0.518925,10.72,43.47,MEDIUM
TF-2026-0002425,COLLECTION,CUST-00705,CP-01892,CA,IN,EUR,827941.09,2026-05-07,2026-07-14,SETTLED,AUTO_PARTS,3,3,15,0,1,12,MEDIUM,0.518643,NORMAL,0.338826,0.697084,14.01,51.73,MEDIUM
TF-2026-0002426,COLLECTION,CUST-01098,CP-02516,CA,IN,CNY,878627.05,2024-09-18,2024-12-22,ACTIVE,INDUSTRIAL_EQUIPMENT,3,9,12,0,1,10,HIGH,0.483457,NORMAL,0.293628,0.654225,11.78,44.8,MEDIUM
TF-2026-0002427,COLLECTION,CUST-00873,CP-00689,CA,GB,JPY,4565922.33,2026-04-13,2026-09-22,ACTIVE,INDUSTRIAL_EQUIPMENT,2,6,11,0,1,3,MEDIUM,0.573079,NORMAL,0.272788,0.582203,10.21,56.19,MEDIUM
TF-2026-0002428,COLLECTION,CUST-00439,CP-00068,CA,JP,GBP,350459.76,2025-12-09,2026-06-01,CLOSED,INDUSTRIAL_EQUIPMENT,2,8,13,0,1,10,LOW,0.472111,NORMAL,0.161759,0.608517,11.09,27.25,LOW
TF-2026-0002429,COLLECTION,CUST-00106,CP-01140,CA,SG,JPY,860648.37,2024-12-28,2025-06-25,CLOSED,INDUSTRIAL_EQUIPMENT,2,5,4,1,0,5,HIGH,0.479345,NORMAL,0.509944,0.303274,6.62,38.24,LOW
TF-2026-0002430,EXPORT_LC,CUST-00004,CP-00683,CA,CN,USD,500233.66,2024-09-02,2024-11-01,SETTLED,TEXTILES,4,10,14,0,1,10,LOW,0.510503,NORMAL,0.488267,0.771196,13.49,51.55,MEDIUM
TF-2026-0002431,EXPORT_LC,CUST-01175,CP-00890,CA,CN,CNY,4593467.17,2026-03-19,2026-05-31,ACTIVE,AUTO_PARTS,5,7,15,0,1,15,HIGH,0.616609,HIGH,0.357558,0.768489,14.01,72.37,HIGH
TF-2026-0002432,EXPORT_LC,CUST-00086,CP-01354,CA,US,JPY,117448.19,2025-10-02,2026-03-24,CLOSED,TEXTILES,1,10,9,0,0,4,MEDIUM,0.538238,NORMAL,0.235826,0.287187,9.01,39.27,LOW
TF-2026-0002433,GUARANTEE,CUST-01120,CP-00640,CA,FR,EUR,178655.64,2026-02-19,2026-07-18,CLOSED,CHEMICALS,3,7,13,0,1,1,HIGH,0.501862,NORMAL,0.395042,0.688712,12.08,53.46,MEDIUM
TF-2026-0002434,IMPORT_LC,CUST-00308,CP-01106,CA,DE,USD,2192888.53,2025-08-24,2026-02-06,ACTIVE,TEXTILES,5,7,14,0,1,12,HIGH,0.551292,NORMAL,0.295043,0.795538,14.7,66.5,HIGH
TF-2026-0002435,EXPORT_LC,CUST-00838,CP-03006,CA,MX,GBP,83063.31,2026-02-08,2026-04-17,SETTLED,INDUSTRIAL_EQUIPMENT,1,3,10,1,0,15,HIGH,0.604176,HIGH,0.282983,0.327596,9.51,54.39,MEDIUM
TF-2026-0002436,GUARANTEE,CUST-00009,CP-02722,CA,SG,JPY,736086.61,2025-08-25,2025-11-15,SETTLED,AGRICULTURE,3,4,14,0,1,3,LOW,0.488614,NORMAL,0.242544,0.587862,10.54,32.12,LOW
TF-2026-0002437,COLLECTION,CUST-00076,CP-01779,CA,BR,CAD,251635.13,2026-06-25,2026-11-05,ACTIVE,TEXTILES,1,10,7,0,0,12,MEDIUM,0.524341,NORMAL,0.218692,0.215281,7.24,32.75,LOW
TF-2026-0002438,IMPORT_LC,CUST-00950,CP-02688,CA,AE,JPY,1863868.11,2025-01-18,2025-06-30,CLOSED,ELECTRONICS,0,10,10,1,0,10,HIGH,0.567247,NORMAL,0.487798,0.228567,6.03,54.68,MEDIUM
TF-2026-0002439,EXPORT_LC,CUST-00262,CP-01289,CA,JP,CAD,259927.71,2024-08-31,2025-01-11,CLOSED,AGRICULTURE,3,7,12,0,1,7,HIGH,0.461113,NORMAL,0.396133,0.645512,11.73,44.57,MEDIUM
TF-2026-0002440,EXPORT_LC,CUST-00986,CP-00326,CA,IN,USD,685313.8,2025-03-18,2025-07-01,SETTLED,AUTO_PARTS,1,8,8,0,0,1,HIGH,0.504293,NORMAL,0.131503,0.221372,7.75,29.99,LOW
TF-2026-0002441,COLLECTION,CUST-00865,CP-02032,CA,CN,EUR,317179.69,2025-07-22,2025-12-26,CLOSED,AUTO_PARTS,4,4,14,1,1,10,LOW,0.496207,NORMAL,0.528219,0.742805,12.94,48.01,MEDIUM
TF-2026-0002442,COLLECTION,CUST-00524,CP-03043,CA,GB,CNY,236537.73,2025-08-16,2025-10-30,ACTIVE,AGRICULTURE,2,7,16,0,1,1,HIGH,0.494885,NORMAL,0.271214,0.553711,12.38,43.35,MEDIUM
TF-2026-0002443,IMPORT_LC,CUST-00109,CP-01370,CA,GB,JPY,67119.01,2025-03-16,2025-06-25,ACTIVE,TEXTILES,1,9,3,0,0,10,HIGH,0.546866,NORMAL,0.296437,0.24449,4.59,46.39,MEDIUM
TF-2026-0002444,COLLECTION,CUST-01104,CP-00888,CA,US,GBP,88353.31,2025-11-24,2026-03-06,CLOSED,INDUSTRIAL_EQUIPMENT,2,3,15,0,1,10,HIGH,0.565938,NORMAL,0.210839,0.542188,10.96,57.2,MEDIUM
TF-2026-0002445,COLLECTION,CUST-00564,CP-00154,CA,BR,EUR,1244390.31,2026-04-06,2026-08-18,SETTLED,AGRICULTURE,1,5,8,0,0,10,MEDIUM,0.498087,NORMAL,0.286959,0.280308,8.69,30.05,LOW
TF-2026-0002446,GUARANTEE,CUST-01177,CP-02516,CA,IN,EUR,515844.36,2025-07-31,2025-11-11,SETTLED,AGRICULTURE,0,10,5,0,0,10,LOW,0.536704,NORMAL,0.166287,0.131215,5.36,26.34,LOW
TF-2026-0002447,EXPORT_LC,CUST-00310,CP-02843,CA,FR,CAD,225746.1,2025-08-14,2025-12-26,SETTLED,ELECTRONICS,2,7,16,0,1,6,LOW,0.469722,NORMAL,0.243217,0.594416,11.91,28.82,LOW
TF-2026-0002448,COLLECTION,CUST-00365,CP-01554,CA,AE,CAD,180154.58,2026-04-16,2026-09-29,CLOSED,AGRICULTURE,1,4,7,0,0,8,HIGH,0.50391,NORMAL,0.32732,0.292911,7.58,38.26,LOW
TF-2026-0002449,COLLECTION,CUST-00945,CP-00917,CA,CN,CAD,240945.67,2026-05-14,2026-08-14,ACTIVE,AUTO_PARTS,1,4,16,0,1,2,HIGH,0.503743,NORMAL,0.166242,0.461334,10.36,39.26,LOW
TF-2026-0002450,COLLECTION,CUST-00366,CP-00321,CA,IN,EUR,224307.76,2025-09-04,2025-12-26,SETTLED,AUTO_PARTS,0,9,5,1,0,1,MEDIUM,0.541095,NORMAL,0.291255,0.148182,5.56,36.71,LOW
TF-2026-0002451,EXPORT_LC,CUST-00410,CP-01744,CA,GB,CAD,132126.6,2026-06-10,2026-12-03,SETTLED,TEXTILES,1,6,6,0,0,4,LOW,0.504639,NORMAL,0.291392,0.253165,8.29,25.98,LOW
TF-2026-0002452,GUARANTEE,CUST-01097,CP-00582,CA,DE,CNY,1352817.71,2025-09-02,2025-11-12,SETTLED,ELECTRONICS,1,9,10,0,0,12,MEDIUM,0.522318,NORMAL,0.161292,0.22074,7.02,30.66,LOW
TF-2026-0002453,IMPORT_LC,CUST-00986,CP-00522,CA,AE,JPY,107073.36,2025-01-10,2025-04-04,SETTLED,INDUSTRIAL_EQUIPMENT,2,9,12,0,1,4,HIGH,0.514633,NORMAL,0.374694,0.494303,9.72,49.64,MEDIUM
TF-2026-0002454,GUARANTEE,CUST-01003,CP-00095,CA,JP,EUR,641200.12,2026-04-14,2026-07-07,CLOSED,TEXTILES,1,8,8,0,0,5,LOW,0.473598,NORMAL,0.150637,0.296948,8.18,16.23,LOW
TF-2026-0002455,GUARANTEE,CUST-00854,CP-01508,CA,JP,EUR,942709.63,2024-11-11,2025-05-07,SETTLED,INDUSTRIAL_EQUIPMENT,0,5,2,0,0,5,LOW,0.511989,NORMAL,0.148994,0.236753,4.34,23.07,LOW
TF-2026-0002456,EXPORT_LC,CUST-00318,CP-01099,CA,MX,EUR,1211576.15,2025-10-26,2026-01-21,SETTLED,TEXTILES,0,9,5,0,0,7,LOW,0.528864,NORMAL,0.157601,0.216672,6.6,27.18,LOW
TF-2026-0002457,IMPORT_LC,CUST-00282,CP-02398,CA,GB,JPY,370428.68,2025-10-14,2026-03-14,SETTLED,AUTO_PARTS,5,10,13,0,1,14,MEDIUM,0.562927,NORMAL,0.548971,0.68346,13.61,66.89,HIGH
TF-2026-0002458,GUARANTEE,CUST-01058,CP-00467,CA,BR,EUR,87412.49,2024-11-04,2025-03-02,ACTIVE,CHEMICALS,2,7,16,0,1,5,HIGH,0.512156,NORMAL,0.325238,0.547666,12.27,49.28,MEDIUM
TF-2026-0002459,EXPORT_LC,CUST-00818,CP-01219,CA,IN,JPY,814251.54,2025-09-29,2026-03-01,ACTIVE,INDUSTRIAL_EQUIPMENT,0,4,1,0,0,9,LOW,0.527068,NORMAL,0.10436,0.152524,3.97,22.85,LOW
TF-2026-0002460,COLLECTION,CUST-00226,CP-01933,CA,SG,JPY,118522.09,2024-10-17,2025-01-06,CLOSED,CHEMICALS,1,7,4,0,0,15,MEDIUM,0.55105,NORMAL,0.1762,0.249926,6.48,38.76,LOW
TF-2026-0002461,GUARANTEE,CUST-00238,CP-00661,CA,SG,GBP,938568.2,2026-04-23,2026-09-25,CLOSED,ELECTRONICS,2,7,13,0,1,15,HIGH,0.524858,NORMAL,0.216004,0.58279,10.47,50.66,MEDIUM
TF-2026-0002462,EXPORT_LC,CUST-00395,CP-01857,CA,GB,CAD,618820.23,2026-04-08,2026-06-07,ACTIVE,ELECTRONICS,3,5,2,1,0,0,LOW,0.514884,NORMAL,0.641163,0.361812,6.48,43.09,MEDIUM
